100	38	1	12	7	4	7	0	12	8	0	2	0	2	0	3	1.66667	0	4	0.5	0.875	1	1	1	7	3	0	-1	10000000000	4	1	1	0	1	2	1	0	0	0	0	0	0	1	0	0	0.5	0	0
0	17	1	2	4	2	4	1	1	0	0	0	0	0	0	3	1.33333	0	4	0.25	0.5	1	1	1	0	0	0	0	0	0	2	0	0	1	2	1	0	0	0	0	0	0	2	0	0	0.5	0	0
100	28	1	9	5	3	5	0	9	6	0	1	0	2	0	3	2.33333	0	1	0.375	0.625	2	1	1.66667	6	4	2	-1	10000000000	0	1	0	0	1	2	1	0	0	0	0	0	0	3	0	0	0.5	0	0
0	11	1	2	1	2	1	1	1	0	0	0	0	0	0	3	1.33333	0	1	0.25	0.125	1	1	1	0	0	0	0	0	0	2	0	0	1	2	1	0	0	0	0	0	0	4	0	0	0.5	0	0
0	11	1	3	2	2	2	0	3	1	0	1	0	0.5	0	1	2	0	2	0.666667	0.666667	1	1	1	0	0	0	0	0	0	1	0	0	1	2	1	0	0	0	0	0	0	5	0	0	0.5	0	0
100	13	1	3	2	3	2	1	2	0	0	0	0	0	0	3	1.66667	0	2	1	0.666667	1	1	1	0	0	0	0	0	0	2	0	0	1	2	1	0	0	0	0	0	0	6	0	0	0.5	0	0
0	39	2	3	5	3	4	0	3	0	1	0	1	0	0.25	4	2	0	16	0.375	0.5	2	1	1.25	3	0	0	100	20	0	7	0	0	2	5	0	1	1	1	0	14	0	8	0	0	1.2	0	2
0	42	3	5	4	3	4	1	4	2	0	2	0	0.666667	0	5	1.8	0	16	0.375	0.5	2	1	1.2	2	0	0	100	20	0	9	0	0	3	6	0	1	1	1	0	14	0	11	0	0	1.16667	0	2
0	133	16	26	14	7	7	0	26	19	7	4	2	2.71429	1	12	2.58333	0	16	0.875	0.875	2	1	1.08333	13	0	0	100	20	1	52	0	4	16	28	0	2	1	1	0	58	0	27	0	0	1.42857	0	13
0	123	16	22	13	4	7	0	22	18	6	3	1	4.5	0.857143	11	2.45455	0	16	0.5	0.875	2	1	1.09091	12	0	0	100	20	0	48	0	3	16	27	0	2	1	1	0	58	0	43	0	0	1.44444	0	13
0	120	15	21	13	4	7	0	21	17	6	3	1	4.25	0.857143	11	2.45455	0	16	0.5	0.875	2	1	1.09091	12	0	0	100	20	0	46	0	3	15	26	0	2	1	1	0	58	0	58	0	0	1.46154	0	13
0	127	14	24	14	7	7	0	24	17	7	4	2	2.42857	1	12	2.58333	0	16	0.875	0.875	2	1	1.08333	14	0	0	100	20	1	48	0	4	14	25	0	2	1	1	0	58	0	72	0	0	1.36	0	10
0	130	15	25	14	7	7	0	25	18	7	4	2	2.57143	1	12	2.58333	0	16	0.875	0.875	2	1	1.08333	13	0	0	100	20	1	50	0	4	15	27	0	2	1	1	0	58	0	87	0	0	1.44444	0	13
0	120	15	21	13	4	7	0	21	17	6	3	1	4.25	0.857143	11	2.45455	0	16	0.5	0.875	2	1	1.09091	12	0	0	100	20	0	46	0	3	15	26	0	2	1	1	0	58	0	102	0	0	1.46154	0	13
0	117	14	20	13	4	7	0	20	16	6	3	1	4	0.857143	11	2.45455	0	16	0.5	0.875	2	1	1.09091	12	0	0	100	20	0	44	0	3	14	25	0	2	1	1	0	58	0	116	0	0	1.48	0	13
0	154	18	29	15	7	7	0	29	22	8	4	2	3.14286	1.14286	17	2.52941	0	16	0.875	0.875	2	1	1.05882	18	0	0	100	20	1	61	0	5	18	32	0	2	1	1	0	58	0	134	0	0	1.4375	0	15
0	144	18	25	14	4	7	0	25	21	7	3	1	5.25	1	16	2.4375	0	16	0.5	0.875	2	1	1.0625	17	0	0	100	20	0	57	0	4	18	31	0	2	1	1	0	58	0	152	0	0	1.45161	0	15
0	141	17	24	14	4	7	0	24	20	7	3	1	5	1	16	2.4375	0	16	0.5	0.875	2	1	1.0625	17	0	0	100	20	0	55	0	4	17	30	0	2	1	1	0	58	0	169	0	0	1.46667	0	15
0	148	16	27	15	7	7	0	27	20	8	4	2	2.85714	1.14286	17	2.52941	0	16	0.875	0.875	2	1	1.05882	19	0	0	100	20	1	57	0	5	16	29	0	2	1	1	0	58	0	185	0	0	1.37931	0	12
0	151	17	28	15	7	7	0	28	21	8	4	2	3	1.14286	17	2.52941	0	16	0.875	0.875	2	1	1.05882	18	0	0	100	20	1	59	0	5	17	31	0	2	1	1	0	58	0	202	0	0	1.45161	0	15
0	141	17	24	14	4	7	0	24	20	7	3	1	5	1	16	2.4375	0	16	0.5	0.875	2	1	1.0625	17	0	0	100	20	0	55	0	4	17	30	0	2	1	1	0	58	0	219	0	0	1.46667	0	15
0	138	16	23	14	4	7	0	23	19	7	3	1	4.75	1	16	2.4375	0	16	0.5	0.875	2	1	1.0625	17	0	0	100	20	0	53	0	4	16	29	0	2	1	1	0	58	0	235	0	0	1.48276	0	15
0	151	18	29	15	7	7	0	29	22	8	4	2	3.14286	1.14286	16	2.5625	0	16	0.875	0.875	2	1	1.0625	17	0	0	100	20	1	60	0	5	18	31	0	2	1	1	0	58	0	253	0	0	1.45161	0	15
0	141	18	25	14	4	7	0	25	21	7	3	1	5.25	1	15	2.46667	0	16	0.5	0.875	2	1	1.06667	16	0	0	100	20	0	56	0	4	18	30	0	2	1	1	0	58	0	271	0	0	1.46667	0	15
0	138	17	24	14	4	7	0	24	20	7	3	1	5	1	15	2.46667	0	16	0.5	0.875	2	1	1.06667	16	0	0	100	20	0	54	0	4	17	29	0	2	1	1	0	58	0	288	0	0	1.48276	0	15
