1	121	9	47	15	21	12	0	47	26	3	8	1	1.2381	0.25	2	6	0	11	0.777778	0.444444	12	1	10	-1	10000000000	0	43	0	6	10	15	0	1	0	0	0	0	1	543	0	0	1.46667	0	8
50	107	8	39	15	19	12	0	39	20	3	7	1	1.05263	0.25	1	7	0	11	0.703704	0.444444	10	1	8	-1	10000000000	0	39	0	6	9	13	0	1	0	0	0	0	1	555	0	0	1.46154	0	7
2	103	8	38	14	19	12	0	38	19	2	7	1	1	0.166667	1	7	0	11	0.703704	0.444444	10	1	8	-1	10000000000	0	37	0	5	9	12	0	1	0	0	0	0	1	1107	0	0	1.5	0	7
1	43	2	5	9	3	8	0	5	2	1	1	1	0.666667	0.125	0	0	0	18	0.0576923	0.153846	1	1	0	257	256	0	8	0	1	2	5	0	1	0	0	0	0	1	12365	0	0	1.2	0	2
54	53	2	5	10	3	9	0	5	2	1	1	1	0.666667	0.111111	0	0	0	28	0.0258621	0.0775862	1	1	0	256	256	0	8	0	1	2	5	0	1	0	0	0	0	1	24245	0	0	1.2	0	2
79260	110	4	28	17	16	15	0	28	12	2	4	1	0.75	0.133333	1	8	0	39	0.108108	0.101351	6	3	3	100	3	0	36	0	3	4	6	0	1	0	0	0	0	1	24871	0	0	1.66667	0	5
1215	113	5	29	17	16	15	0	29	13	2	5	1	0.8125	0.133333	1	8	0	39	0.108108	0.101351	6	3	3	100	3	0	38	0	3	5	7	0	1	0	0	0	0	1	24871	0	0	1.57143	0	5
10	190	7	59	27	23	23	0	59	36	4	8	3	1.56522	0.173913	1	3	0	39	0.155405	0.155405	16	5	11	100	3	0	84	0	9	8	14	0	4	0	0	0	0	4	24871	0	0	1.71429	0	11
180	203	7	65	28	28	24	0	65	37	4	9	3	1.32143	0.166667	1	3	0	39	0.189189	0.162162	18	5	13	100	3	0	93	0	11	8	13	0	4	0	0	0	0	4	24872	0	0	1.69231	0	10
3	207	10	64	27	26	24	0	64	38	3	9	1	1.46154	0.125	1	3	0	39	0.175676	0.162162	17	6	11	100	3	0	98	0	11	11	18	0	4	0	0	0	0	4	24873	0	0	1.55556	0	11
3	245	12	82	33	32	27	0	82	50	6	13	5	1.5625	0.222222	1	3	0	39	0.216216	0.182432	18	5	13	100	3	0	121	0	16	13	22	0	5	0	0	0	0	5	24874	0	0	1.54545	0	13
3	245	12	82	33	32	27	0	82	50	6	13	5	1.5625	0.222222	1	3	0	39	0.216216	0.182432	18	5	13	100	3	0	121	0	16	13	22	0	5	0	0	0	0	5	24893	0	0	1.54545	0	13
67	211	9	68	28	27	24	0	68	41	4	9	3	1.51852	0.166667	1	3	0	39	0.182432	0.162162	18	5	13	100	3	0	98	0	11	10	16	0	4	0	0	0	0	4	24912	0	0	1.625	0	11
206	181	8	54	24	24	21	0	54	30	3	9	2	1.25	0.142857	1	3	0	39	0.162162	0.141892	14	3	11	100	3	0	82	0	10	9	14	0	4	0	0	0	0	4	24913	0	0	1.64286	0	10
36540	197	6	63	28	28	24	0	63	35	4	8	3	1.25	0.166667	1	3	0	39	0.189189	0.162162	18	5	13	100	3	0	90	0	11	7	10	0	3	0	0	0	0	3	24914	0	0	1.6	0	7
5	207	10	64	27	26	24	0	64	38	3	9	1	1.46154	0.125	1	3	0	39	0.175676	0.162162	17	6	11	100	3	0	98	0	11	11	18	0	4	0	0	0	0	4	24915	0	0	1.55556	0	11
5	245	12	82	33	32	27	0	82	50	6	13	5	1.5625	0.222222	1	3	0	39	0.216216	0.182432	18	5	13	100	3	0	121	0	16	13	22	0	5	0	0	0	0	5	24916	0	0	1.54545	0	13
5	245	12	82	33	32	27	0	82	50	6	13	5	1.5625	0.222222	1	3	0	39	0.216216	0.182432	18	5	13	100	3	0	121	0	16	13	22	0	5	0	0	0	0	5	24935	0	0	1.54545	0	13
110	211	9	68	28	27	24	0	68	41	4	9	3	1.51852	0.166667	1	3	0	39	0.182432	0.162162	18	5	13	100	3	0	98	0	11	10	16	0	4	0	0	0	0	4	24954	0	0	1.625	0	11
1992	224	9	74	29	30	24	0	74	44	5	11	4	1.46667	0.208333	1	3	0	39	0.202703	0.162162	20	5	15	100	3	0	107	0	13	10	15	0	4	0	0	0	0	4	24956	0	0	1.6	0	10
33	228	12	73	28	28	24	0	73	45	4	10	2	1.60714	0.166667	1	3	0	39	0.189189	0.162162	19	6	13	100	3	0	112	0	13	13	20	0	4	0	0	0	0	4	24958	0	0	1.5	0	11
35	266	14	91	34	34	27	0	91	57	7	14	5	1.67647	0.259259	1	3	0	39	0.22973	0.182432	20	5	15	100	3	0	135	0	18	15	24	0	5	0	0	0	0	5	24960	0	0	1.5	0	13
1	293	16	102	38	36	31	0	102	66	7	16	5	1.83333	0.225806	1	3	0	39	0.243243	0.209459	20	5	15	100	3	0	154	0	23	17	28	0	6	0	0	0	0	6	24962	0	0	1.5	0	15
1	293	16	102	38	36	31	0	102	66	7	16	5	1.83333	0.225806	1	3	0	39	0.243243	0.209459	20	5	15	100	3	0	154	0	23	17	28	0	6	0	0	0	0	6	24980	0	0	1.5	0	15
35	266	14	91	34	34	27	0	91	57	7	14	5	1.67647	0.259259	1	3	0	39	0.22973	0.182432	20	5	15	100	3	0	135	0	18	15	24	0	5	0	0	0	0	5	24998	0	0	1.5	0	13
1	293	16	102	38	36	31	0	102	66	7	16	5	1.83333	0.225806	1	3	0	39	0.243243	0.209459	20	5	15	100	3	0	154	0	23	17	28	0	6	0	0	0	0	6	25000	0	0	1.5	0	15
1	293	16	102	38	36	31	0	102	66	7	16	5	1.83333	0.225806	1	3	0	39	0.243243	0.209459	20	5	15	100	3	0	154	0	23	17	28	0	6	0	0	0	0	6	25018	0	0	1.5	0	15
746	232	11	77	29	29	24	0	77	48	5	10	4	1.65517	0.208333	1	3	0	39	0.195946	0.162162	20	5	15	100	3	0	112	0	13	12	18	0	4	0	0	0	0	4	25036	0	0	1.55556	0	11
2290	202	10	63	25	26	21	0	63	37	4	10	3	1.42308	0.190476	1	3	0	39	0.175676	0.141892	16	3	13	100	3	0	96	0	12	11	16	0	4	0	0	0	0	4	25038	0	0	1.5625	0	10
12650	175	7	52	24	24	21	0	52	28	3	8	2	1.16667	0.142857	1	3	0	39	0.162162	0.141892	14	3	11	100	3	0	79	0	10	8	11	0	3	0	0	0	0	3	25039	0	0	1.54545	0	7
4200	71	1	8	13	4	12	0	8	4	1	1	1	1	0.0833333	0	0	0	39	0.027027	0.0810811	3	3	0	100	3	0	13	0	1	1	3	0	1	0	0	0	0	1	25207	0	0	2	0	4
680301	32	1	3	9	3	9	0	3	0	0	0	0	0	0	0	0	0	14	0.09375	0.28125	0	0	0	0	0	0	6	0	2	1	3	0	0	0	0	0	0	0	25207	0	0	1.33333	0	2
1.34312e+06	43	2	7	11	5	10	0	7	2	1	2	1	0.4	0.1	0	0	0	14	0.15625	0.3125	1	0	1	-1	10000000000	0	13	0	3	2	4	0	1	0	0	0	0	1	25207	0	0	1	0	1
29779	66	4	15	14	8	12	0	15	7	2	4	1	0.875	0.166667	0	0	0	14	0.25	0.375	2	0	2	-1	10000000000	0	26	0	5	4	10	0	3	0	0	0	0	3	25207	0	0	1.4	0	5
3998	131	7	47	20	19	16	0	47	28	4	10	3	1.47368	0.25	1	6	0	14	0.59375	0.5	7	2	5	-1	10000000000	0	67	0	13	7	15	0	4	0	0	0	0	4	25208	0	0	1.4	0	7
285	196	10	79	26	22	18	0	79	57	8	14	4	2.59091	0.444444	2	6	0	14	0.6875	0.5625	12	4	8	-1	10000000000	0	108	0	21	10	20	0	5	0	0	0	0	5	25210	0	0	1.4	0	9
219	256	13	110	31	26	20	0	110	84	11	14	4	3.23077	0.55	3	6	0	14	0.8125	0.625	17	6	11	-1	10000000000	0	146	0	28	13	23	0	6	0	0	0	0	6	25216	0	0	1.34783	0	9
1590	242	12	104	29	25	19	0	104	79	10	14	4	3.16	0.526316	3	6	0	14	0.78125	0.59375	16	5	11	-1	10000000000	0	139	0	27	12	21	0	6	0	0	0	0	6	25219	0	0	1.33333	0	8
1323	232	12	99	29	25	19	0	99	74	10	14	4	2.96	0.526316	3	6	0	14	0.78125	0.59375	15	5	10	-1	10000000000	0	130	0	24	12	21	0	6	0	0	0	0	6	25225	0	0	1.38095	0	9
19389	177	9	72	23	22	17	0	72	50	6	14	4	2.27273	0.352941	2	6	0	14	0.6875	0.53125	11	3	8	-1	10000000000	0	98	0	19	9	16	0	5	0	0	0	0	5	25227	0	0	1.3125	0	6
1497	172	9	68	24	21	17	0	68	47	7	14	4	2.2381	0.411765	2	6	0	14	0.65625	0.53125	10	3	7	-1	10000000000	0	92	0	17	9	18	0	5	0	0	0	0	5	25229	0	0	1.44444	0	9
1151	232	12	99	29	25	19	0	99	74	10	14	4	2.96	0.526316	3	6	0	14	0.78125	0.59375	15	5	10	-1	10000000000	0	130	0	24	12	21	0	6	0	0	0	0	6	25235	0	0	1.38095	0	9
8329	218	11	93	27	24	18	0	93	69	9	14	4	2.875	0.5	3	6	0	14	0.75	0.5625	14	4	10	-1	10000000000	0	123	0	23	11	19	0	6	0	0	0	0	6	25238	0	0	1.36842	0	8
6931	208	11	88	27	24	18	0	88	64	9	14	4	2.66667	0.5	3	6	0	14	0.75	0.5625	13	4	9	-1	10000000000	0	114	0	20	11	19	0	6	0	0	0	0	6	25244	0	0	1.42105	0	9
178776	112	6	40	17	19	15	0	40	21	2	9	2	1.10526	0.133333	1	6	0	14	0.59375	0.46875	6	1	5	-1	10000000000	0	57	0	11	6	11	0	4	0	0	0	0	4	25245	0	0	1.27273	0	4
16573	107	6	36	18	18	15	0	36	18	3	10	2	1	0.2	1	6	0	14	0.5625	0.46875	5	1	4	-1	10000000000	0	51	0	9	6	13	0	4	0	0	0	0	4	25246	0	0	1.46154	0	7
